
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
DC:FE:07:A5:75:58, 2018-09-15 16:29:20, 2018-09-15 16:29:24, 11,  54, WPA2 WPA, CCMP TKIP,PSK,   0,       11,        0,   0.  0.  0.  0,  13, CBCI-9D1F-2.4, 
48:60:5F:07:95:76, 2018-09-15 16:29:19, 2018-09-15 16:29:28, 11,  54, WPA2, CCMP,PSK,   0,      359,        2,   0.  0.  0.  0,  16, LG Aristo 2 8980, 
BA:C1:11:C1:AA:C8, 2018-09-15 16:29:19, 2018-09-15 16:29:28, 11,  54, WPA2, CCMP,PSK,   0,        8,        0,   0.  0.  0.  0,  17, Kristine's iPhone, 
EC:BD:1D:5D:68:7E, 2018-09-15 16:29:26, 2018-09-15 16:29:26,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
88:75:56:87:85:5F, 2018-09-15 16:29:25, 2018-09-15 16:29:25,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
88:75:56:87:85:54, 2018-09-15 16:29:24, 2018-09-15 16:29:27,  0,  -1, OPN, ,   ,  -1,        0,        1, 100. 69.235. 16,   0, , 
84:78:AC:98:95:CE, 2018-09-15 16:29:24, 2018-09-15 16:29:24,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
DC:FE:07:A3:A2:51, 2018-09-15 16:29:23, 2018-09-15 16:29:23,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
20:3A:07:6F:55:96, 2018-09-15 16:29:23, 2018-09-15 16:29:25,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
10:05:01:20:83:C8, 2018-09-15 16:29:23, 2018-09-15 16:29:25,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
EC:BD:1D:5C:26:70, 2018-09-15 16:29:23, 2018-09-15 16:29:25,  0,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
E0:AC:F1:C4:54:20, 2018-09-15 16:29:22, 2018-09-15 16:29:25,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
20:3A:07:6F:55:93, 2018-09-15 16:29:21, 2018-09-15 16:29:23,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
EC:BD:1D:5C:26:7E, 2018-09-15 16:29:21, 2018-09-15 16:29:25,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
40:E3:D6:5D:86:F0, 2018-09-15 16:29:19, 2018-09-15 16:29:24,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
20:3A:07:6F:55:97, 2018-09-15 16:29:20, 2018-09-15 16:29:20,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
00:1A:DD:07:21:24, 2018-09-15 16:29:20, 2018-09-15 16:29:20,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
DC:FE:07:A5:75:61, 2018-09-15 16:29:21, 2018-09-15 16:29:21,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
10:DA:43:8F:21:A7, 2018-09-15 16:29:22, 2018-09-15 16:29:22,  0,  -1, WPA, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
00:1A:DD:07:22:84, 2018-09-15 16:29:22, 2018-09-15 16:29:22,  0,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
C4:13:E2:37:44:54, 2018-09-15 16:29:19, 2018-09-15 16:29:29,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
C4:13:E2:37:44:64, 2018-09-15 16:29:19, 2018-09-15 16:29:30,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
EC:BD:1D:5C:26:7F, 2018-09-15 16:29:19, 2018-09-15 16:29:30,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
20:3A:07:6F:55:90, 2018-09-15 16:29:20, 2018-09-15 16:29:30,  0,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
00:00:00:00:00:00, 2018-09-15 16:29:21, 2018-09-15 16:29:30,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
20:3A:07:6F:55:9F, 2018-09-15 16:29:27, 2018-09-15 16:29:29,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
C4:13:E2:37:42:A4, 2018-09-15 16:29:28, 2018-09-15 16:29:30,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
88:75:56:87:85:50, 2018-09-15 16:29:30, 2018-09-15 16:29:30,  0,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
FE:E9:98:BF:95:F7, 2018-09-15 16:29:30, 2018-09-15 16:29:30,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
88:DC:96:30:AC:F2, 2018-09-15 16:29:19, 2018-09-15 16:29:30, 11,  54, OPN, ,   ,   0,     2452,     1102, 192.168.150.107,  12, Dunkin Guest, 
9A:DC:96:30:AC:F2, 2018-09-15 16:29:19, 2018-09-15 16:29:30, 11,  54, WPA2, CCMP,PSK,   0,     1928,        0,   0.  0.  0.  0,   0, , 
AA:DC:96:30:AC:F2, 2018-09-15 16:29:19, 2018-09-15 16:29:30, 11,  54, WPA2, CCMP,PSK,   0,     2249,        0,   0.  0.  0.  0,   0, , 
10:05:01:20:B6:F0, 2018-09-15 16:29:19, 2018-09-15 16:29:30, 11,  54, WPA2 WPA, CCMP TKIP,PSK,   0,     1461,        0,   0.  0.  0.  0,  13, CBCI-B7E9-2.4, 
A2:CC:2B:A0:7E:93, 2018-09-15 16:29:29, 2018-09-15 16:29:30, 11,  54, WPA2, CCMP,PSK,   0,        9,       27,   0.  0.  0.  0,  23, Samsung Galaxy S8+ 5746, 

Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs
56:44:E8:90:40:15, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        1, (not associated) ,
06:55:59:5A:05:2E, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        2, (not associated) ,HRN-GUEST,TMobileWingman
EA:51:97:2D:3A:DC, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        1, (not associated) ,
D6:31:4C:10:C6:C4, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        2, (not associated) ,
D4:63:C6:0F:C1:AA, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        2, (not associated) ,BWI Free WiFi
5E:24:2C:17:88:30, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        1, (not associated) ,
66:35:5D:81:B3:01, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        2, (not associated) ,
3E:1B:7C:E9:C2:14, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        1, (not associated) ,
8E:18:94:9F:21:EA, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        1, (not associated) ,
2A:38:52:0A:A2:A2, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        2, (not associated) ,
7E:52:73:B5:9D:A0, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        1, (not associated) ,
B2:C6:D5:03:E3:C8, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        2, (not associated) ,
90:4E:91:37:62:0F, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        2, (not associated) ,
FE:27:74:AC:82:9A, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        1, (not associated) ,
3E:37:01:52:3F:40, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        1, (not associated) ,
B2:D6:B3:14:B4:AF, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        1, (not associated) ,
3A:CF:67:60:91:F7, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        1, (not associated) ,
6A:9F:6A:52:25:E9, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        2, (not associated) ,
8E:62:7F:BE:7E:40, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        4, (not associated) ,TMobileWingman
02:DE:73:E4:34:01, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        1, (not associated) ,
66:19:84:78:FE:7F, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        1, (not associated) ,
BA:1D:FE:7C:57:D4, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        1, (not associated) ,
12:A8:C4:0F:FB:ED, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        1, (not associated) ,
AA:FD:51:D2:DC:1F, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        1, (not associated) ,
52:94:DC:5A:B2:6A, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        1, (not associated) ,
88:B1:11:61:0C:B5, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        1, (not associated) ,BWI Free WiFi
E6:BF:6C:3D:55:AD, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        1, (not associated) ,TMobileWingman
C2:0F:BC:3D:78:8D, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        1, (not associated) ,
B6:16:60:09:39:7D, 2018-09-15 16:29:24, 2018-09-15 16:29:24,   0,        2, (not associated) ,
AE:5C:7C:31:BC:8D, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
1E:72:43:B8:84:66, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
46:E2:0E:AA:F2:CB, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
FE:31:D3:C3:30:5E, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
8E:CD:C8:5D:08:5D, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
D2:8C:97:6D:F1:15, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
66:59:19:57:32:A0, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
A6:34:4B:76:32:BD, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
DC:EF:CA:47:FA:C0, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,xfinitywifi
AE:40:80:45:A4:84, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
02:71:B5:14:1B:2C, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
2C:0E:3D:C6:C4:BC, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        4, DC:FE:07:A3:A2:51,xfinitywifi
F2:9F:69:CE:5D:4E, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
36:B9:98:B7:20:7F, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
EA:EB:E1:B3:59:49, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
9E:7A:31:EC:FC:49, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
2E:93:B9:59:D1:42, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        4, (not associated) ,TheKing-guest,RJ Guest Wireless
6E:11:B5:2C:00:2D, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
8A:69:6B:14:B1:3C, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
EA:8C:BB:BF:02:8B, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
3E:CF:DC:0B:D7:CE, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
62:BF:EC:8A:96:34, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,TMobileWingman
DA:A1:19:FE:F0:25, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
08:78:08:26:C3:A0, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        3, (not associated) ,vummiv
9E:01:1F:E2:31:D0, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
AA:75:53:BF:41:82, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
3E:86:90:74:A9:84, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
DE:DF:2C:75:59:BE, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
3A:05:F5:49:E8:53, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
0A:5F:23:41:EE:76, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,MFPS-Exec
72:28:4A:C1:20:CD, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
2A:CF:34:B4:96:18, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
7E:C5:76:2D:2A:14, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
4A:A7:A9:1D:A8:AC, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
B6:B0:46:82:8A:BF, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
4A:F8:DF:28:5C:7F, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        3, (not associated) ,USG-ACCESS
FA:78:94:4C:90:13, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
2E:83:5E:9A:D9:25, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        3, (not associated) ,
D8:1D:72:02:B7:DE, 2018-09-15 16:29:23, 2018-09-15 16:29:24,   0,        2, (not associated) ,Passpoint Secure
76:73:D8:1C:25:5D, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
C2:DD:05:BD:88:D3, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
5A:46:D4:17:21:C8, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
52:7F:8F:30:3E:C6, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
B6:DC:F2:80:A3:13, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
02:33:B4:92:5D:35, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
CE:7B:CD:4B:1D:92, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
B8:D7:AF:DB:20:C6, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
20:EE:28:6F:6D:5B, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,Passpoint Secure
DA:A1:19:57:4C:25, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
26:42:86:BD:02:5F, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
52:64:7F:9C:70:5D, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
76:A8:9C:F1:38:E0, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
5E:FA:1D:A2:44:8B, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
00:1E:64:EE:9A:67, 2018-09-15 16:29:23, 2018-09-15 16:29:24,   0,        2, (not associated) ,
6E:B6:59:16:B3:09, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
46:17:2F:BB:53:00, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
A2:D6:44:88:FE:B4, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
4E:83:15:18:49:AF, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        4, (not associated) ,BEVNET-NOACCESS1
9A:D1:5B:39:D2:9E, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
DA:BD:9C:33:5B:72, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
4E:A2:23:CC:E5:97, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
B2:86:44:3C:96:B3, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
EE:1F:17:45:E2:E2, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
62:26:57:7C:C5:0F, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
B6:B2:F2:B5:70:75, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
DA:A1:19:65:80:BB, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
92:25:0C:A2:6F:9B, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
6A:6B:7C:B3:93:9E, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
A2:F3:A3:A9:14:31, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
5A:16:26:E5:DE:58, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
26:D6:9D:D0:BA:69, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,       19, (not associated) ,WPATubez,ATT5BI5E9a,FWFF3
D0:57:7B:76:65:40, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,BWI Free WiFi
66:F2:FD:76:5D:95, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
36:4A:25:76:53:4D, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
DA:A1:19:F3:1E:83, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
C6:39:BA:BC:D3:4D, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
6A:DF:2F:3B:A6:7B, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
6C:4D:73:3F:46:98, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,Passpoint Secure
BA:C7:E3:1F:F3:CA, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
F6:F5:87:EA:86:FE, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
72:A2:7E:4A:AB:69, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
1A:B7:EE:BC:7F:1C, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
2E:32:C0:9F:FC:EC, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
FE:4F:50:F5:E2:A3, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
86:3B:D2:F9:DD:A1, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
8A:5D:B1:1C:2D:02, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
02:04:D3:3F:10:D9, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
52:9F:E9:66:4D:53, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
D2:37:22:56:49:23, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
2A:75:19:17:7A:F4, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
92:4F:98:B4:4F:8C, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
DA:A1:19:A1:37:1D, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        3, (not associated) ,
B6:C4:63:47:D8:89, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
06:E3:77:92:37:C6, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
AA:79:F2:3F:17:9C, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
92:44:89:3A:1C:41, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
D2:C5:31:F4:89:81, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
9E:6E:E0:39:01:6E, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
7A:63:B7:B7:B1:E4, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
CA:E6:B5:6F:A5:46, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
96:F6:93:69:33:98, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
D6:9B:CF:92:72:92, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
40:9F:38:AF:1A:47, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,The Club BWI
0A:AA:8A:AC:09:BD, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
F2:66:9E:0B:60:16, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
DA:A1:19:46:BA:55, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        4, (not associated) ,
E6:EC:2A:7B:30:AA, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
0E:9C:69:FB:BE:77, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
32:08:A4:90:15:CB, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
60:F8:1D:D2:B9:E8, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,BWI-WiFi
82:F5:85:7B:06:25, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
D2:3E:29:DB:F2:B7, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
82:BE:3B:18:E6:81, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
66:A8:D2:1B:69:27, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
8E:6F:E1:29:DB:80, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
9E:2D:72:80:0E:59, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
7E:F6:D6:4C:41:5C, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
BE:50:E4:37:C2:3D, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        3, (not associated) ,MFPS-Exec
6A:00:32:6C:D8:BE, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
AA:AA:A8:FB:DC:F1, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
9C:B6:D0:E7:83:0D, 2018-09-15 16:29:23, 2018-09-15 16:29:24,   0,        8, (not associated) ,mmwireless
BA:7B:9C:68:EA:FF, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
DA:A1:19:75:1B:09, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
52:E9:D1:82:FD:3A, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
4A:5E:3E:97:23:ED, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
12:0A:C5:7B:DF:89, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
12:F8:74:4E:05:0A, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
76:C1:1F:C4:3A:35, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
EE:11:AF:E1:8B:CB, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,BEVNET-NOACCESS2
42:B0:0B:A5:E0:17, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        2, (not associated) ,
9E:BA:17:C0:2E:A1, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
DA:F6:86:48:92:6B, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
5A:63:D4:41:A5:40, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
5E:84:EB:9E:C9:12, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
E6:52:27:95:B4:28, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
8A:03:EC:80:A5:35, 2018-09-15 16:29:23, 2018-09-15 16:29:23,   0,        1, (not associated) ,
B2:8B:A1:B2:F2:DC, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
DA:A1:19:22:30:D7, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        4, (not associated) ,
EE:D9:3D:E4:AD:7C, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
86:25:81:2B:35:CE, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
22:4E:7E:69:7D:07, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
42:0B:8F:3C:C4:66, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
72:82:34:43:4B:65, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
86:E2:1E:D2:47:C1, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        2, (not associated) ,
7A:18:58:34:DF:61, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
B0:72:BF:12:07:92, 2018-09-15 16:29:22, 2018-09-15 16:29:23,   0,        6, (not associated) ,attwifi
E2:3C:02:3C:2D:DE, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
DA:A1:19:61:D5:01, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
32:F0:BE:A8:34:C0, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
D2:E7:AA:C2:82:1B, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        2, (not associated) ,
E6:02:B1:A6:C9:F8, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        2, (not associated) ,
96:4F:54:88:BF:E0, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        2, (not associated) ,
12:63:5B:87:A4:CD, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
0E:6F:40:7C:30:6B, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        3, (not associated) ,BEVNET-NOACCESS2
F6:21:37:AB:34:04, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
